Yard,Date of Detection,Time of Detection,Species Detected,Number of the Species Detected in the Photo,Sunset Time,Sunrise Time,Number of Bird Feeders,Are of Garden (m^2),Fence Type,Poultry Presence,Relative Abundance of Dogs,Relative Abundance of Predators,Forest Cover within 400m of camera (km^2),Open Land Cover within 400m of camera (km^2),Agricultural Land Cover within 400m of camera (km^2),Developed Land Cover within 400m of camera (km^2),Maximum Housing Unit Density within a 400m buffer (Houses/km^2)
14,6/6/2021,12:15:23,White-tailed Deer,1,20:32,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/10/2021,6:58:33,Gray Fox,1,20:34,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/10/2021,19:34:26,Gray Fox,1,20:34,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/10/2021,1:50:33,Nine-banded Armadillo,1,20:34,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/10/2021,20:08:43,Raccoon,1,20:34,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/11/2021,22:52:09,Gray Fox,1,20:34,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/11/2021,23:27:47,Gray Fox,1,20:34,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/11/2021,8:24:54,White-tailed Deer,1,20:34,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/12/2021,11:54:42,Gray Squirrel,1,20:34,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,20:08:12,Bird,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,22:46:20,Gray Fox,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,23:35:30,Raccoon,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,9:17:33,White-tailed Deer,3,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,17:33:14,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,17:35:40,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,21:28:57,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,15:56:29,Gray Fox,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,2:14:47,Nine-banded Armadillo,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,3:41:57,Nine-banded Armadillo,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,0:30:48,Raccoon,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,3:37:33,45 Opossum,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,9:22:57,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/15/2021,3:51:09,Gray Fox,1,20:36,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/15/2021,23:13:38,Nine-banded Armadillo,1,20:36,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/15/2021,6:56:27,White-tailed Deer,1,20:36,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/15/2021,17:20:46,White-tailed Deer,1,20:36,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,4:11:31,Coyote,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,4:11:35,Coyote,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,5:24:51,Coyote,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,7:28:21,Coyote,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,4:17:59,Nine-banded Armadillo,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,3:49:39,White-tailed Deer,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,17:57:49,White-tailed Deer,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,21:49:38,White-tailed Deer,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,22:04:32,White-tailed Deer,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,22:04:35,White-tailed Deer,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/17/2021,2:42:20,Nine-banded Armadillo,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/17/2021,4:51:20,Nine-banded Armadillo,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/17/2021,22:06:53,Nine-banded Armadillo,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/17/2021,7:53:40,White-tailed Deer,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/17/2021,19:34:51,White-tailed Deer,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/15/2021,7:11:11,Nine-banded Armadillo,1,20:36,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/15/2021,15:13:16,White-tailed Deer,1,20:36,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,1:49:19,Nine-banded Armadillo,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,22:15:13,Nine-banded Armadillo,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/20/2021,23:27:28,Gray Fox,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/20/2021,5:46:48,Nine-banded Armadillo,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/21/2021,10:39:24,Cottontail,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/21/2021,10:39:33,Cottontail,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/21/2021,5:24:10,Nine-banded Armadillo,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/22/2021,1:51:58,Cottontail,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/22/2021,20:16:19,Coyote,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/22/2021,1:27:15,Nine-banded Armadillo,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/22/2021,2:50:34,Nine-banded Armadillo,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/23/2021,11:22:54,Cottontail,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/23/2021,4:16:04,Raccoon,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/23/2021,7:15:36,White-tailed Deer,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/24/2021,0:06:40,Cottontail,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/24/2021,9:57:39,Gray Squirrel,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/24/2021,4:27:05,Nine-banded Armadillo,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/24/2021,6:26:46,Nine-banded Armadillo,2,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/24/2021,8:22:48,White-tailed Deer,3,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/24/2021,9:54:28,White-tailed Deer,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/26/2021,13:52:32,Gray Squirrel,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/26/2021,2:32:19,Nine-banded Armadillo,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/26/2021,3:55:52,Nine-banded Armadillo,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/26/2021,4:46:01,Nine-banded Armadillo,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/26/2021,5:17:25,Nine-banded Armadillo,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/26/2021,6:53:38,White-tailed Deer,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/27/2021,20:03:41,Cottontail,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/27/2021,23:38:34,Gray Fox,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/11/2021,11:34:25,Person,1,20:13,6:15,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/11/2021,14:57:37,White-tailed Deer,1,20:13,6:15,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/11/2021,22:29:19,White-tailed Deer,2,20:13,6:15,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/12/2021,8:13:14,Bird,1,20:14,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/12/2021,8:30:12,Domestic Dog,1,20:14,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/12/2021,8:34:28,Domestic Dog,1,20:14,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/12/2021,15:57:23,Person,1,20:14,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/12/2021,0:24:32,White-tailed Deer,1,20:14,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/12/2021,6:40:58,White-tailed Deer,1,20:14,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/12/2021,6:41:43,White-tailed Deer,1,20:14,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/13/2021,15:07:31,Person,1,20:14,6:13,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/13/2021,23:04:24,White-tailed Deer,1,20:14,6:13,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/13/2021,23:15:21,White-tailed Deer,1,20:14,6:13,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/13/2021,23:52:58,White-tailed Deer,1,20:14,6:13,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/14/2021,9:00:15,Person,1,20:15,6:12,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/14/2021,9:02:35,Person,1,20:15,6:12,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/15/2021,1:50:55,White-tailed Deer,1,20:16,6:12,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/15/2021,23:03:14,White-tailed Deer,1,20:16,6:12,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/15/2021,23:06:09,White-tailed Deer,1,20:16,6:12,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/15/2021,23:13:18,White-tailed Deer,1,20:16,6:12,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/15/2021,23:16:33,White-tailed Deer,1,20:16,6:12,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/15/2021,23:22:33,White-tailed Deer,1,20:16,6:12,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/15/2021,23:42:35,White-tailed Deer,1,20:16,6:12,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/16/2021,13:11:10,Person,1,20:17,6:11,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/16/2021,13:13:21,Person,1,20:17,6:11,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/16/2021,13:29:52,Person,1,20:17,6:11,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/16/2021,2:43:20,White-tailed Deer,1,20:17,6:11,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/16/2021,2:51:37,White-tailed Deer,1,20:17,6:11,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/16/2021,21:23:40,White-tailed Deer,1,20:17,6:11,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/17/2021,13:58:00,Bird,1,20:18,6:10,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/17/2021,0:06:38,White-tailed Deer,1,20:18,6:10,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/17/2021,2:31:00,White-tailed Deer,1,20:18,6:10,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/17/2021,3:32:24,White-tailed Deer,1,20:18,6:10,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/17/2021,3:36:17,White-tailed Deer,2,20:18,6:10,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/17/2021,20:31:50,White-tailed Deer,1,20:18,6:10,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/18/2021,20:13:34,White-tailed Deer,1,20:18,6:10,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/18/2021,21:56:23,White-tailed Deer,1,20:18,6:10,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/18/2021,22:02:16,White-tailed Deer,1,20:18,6:10,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/20/2021,20:41:07,White-tailed Deer,1,20:20,6:08,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/21/2021,5:34:41,White-tailed Deer,1,20:21,6:08,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/21/2021,5:37:37,White-tailed Deer,1,20:21,6:08,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/21/2021,19:40:16,White-tailed Deer,1,20:21,6:08,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/21/2021,19:51:11,White-tailed Deer,1,20:21,6:08,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/21/2021,19:59:48,White-tailed Deer,1,20:21,6:08,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/21/2021,20:13:52,White-tailed Deer,1,20:21,6:08,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/21/2021,20:57:07,White-tailed Deer,1,20:21,6:08,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/24/2021,23:51:09,Nine-banded Armadillo,1,20:23,6:06,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/24/2021,13:44:52,Person,1,20:23,6:06,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/24/2021,13:51:03,Person,1,20:23,6:06,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/25/2021,10:38:33,Bird,1,20:24,6:05,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/25/2021,7:42:45,White-tailed Deer,1,20:24,6:05,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/25/2021,21:50:10,White-tailed Deer,1,20:24,6:05,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/25/2021,22:31:46,White-tailed Deer,1,20:24,6:05,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/26/2021,1:31:51,Raccoon,1,20:25,6:05,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/26/2021,1:35:20,White-tailed Deer,1,20:25,6:05,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/26/2021,9:15:03,White-tailed Deer,1,20:25,6:05,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/26/2021,18:30:48,White-tailed Deer,2,20:25,6:05,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/26/2021,18:35:59,White-tailed Deer,1,20:25,6:05,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,5/27/2021,13:49:10,White-tailed Deer,1,20:25,6:04,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/9/2021,11:58:54,White-tailed Deer,1,20:33,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/10/2021,23:54:18,Raccoon,1,20:34,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/12/2021,12:54:38,Bobcat,1,20:34,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,21:23:40,Domestic Cat,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,21:23:30,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,21:29:00,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/13/2021,21:37:39,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,18:50:58,Bird,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,1:18:01,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,1:29:07,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,21:47:53,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,21:49:16,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/14/2021,22:06:15,White-tailed Deer,1,20:35,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/15/2021,1:06:56,Bobcat,1,20:36,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/15/2021,6:16:25,Raccoon,1,20:36,6:00,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,15:36:05,Person,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/16/2021,15:41:46,Person,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/18/2021,22:34:24,Raccoon,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/18/2021,21:37:04,White-tailed Deer,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/18/2021,21:46:46,White-tailed Deer,1,20:36,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/20/2021,22:58:53,White-tailed Deer,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/21/2021,19:24:50,Bird,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/21/2021,2:56:16,White-tailed Deer,2,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/22/2021,23:26:59,White-tailed Deer,1,20:37,6:01,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/23/2021,1:05:59,White-tailed Deer,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/23/2021,20:45:55,White-tailed Deer,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/23/2021,21:49:28,White-tailed Deer,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/23/2021,21:53:40,White-tailed Deer,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/23/2021,22:02:39,White-tailed Deer,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/24/2021,20:20:48,White-tailed Deer,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/24/2021,20:20:53,White-tailed Deer,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/25/2021,20:16:59,Person,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/25/2021,20:19:33,Person,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/25/2021,1:19:51,Raccoon,1,20:38,6:02,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/26/2021,1:20:01,Raccoon,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/28/2021,5:00:40,White-tailed Deer,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/28/2021,5:50:39,White-tailed Deer,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/28/2021,5:53:15,White-tailed Deer,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/28/2021,6:23:18,White-tailed Deer,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,6/28/2021,6:28:23,White-tailed Deer,1,20:38,6:03,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/17/2021,12:54:35,Bird,1,20:33,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/17/2021,6:07:12,Nine-banded Armadillo,1,20:33,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/17/2021,23:30:27,Raccoon,1,20:33,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/18/2021,20:22:50,Bird,1,20:32,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/18/2021,2:30:30,Nine-banded Armadillo,1,20:32,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/18/2021,6:54:50,White-tailed Deer,1,20:32,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/18/2021,0:06:50,White-tailed Deer,2,20:32,6:14,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/19/2021,8:07:38,Coyote,1,20:32,6:15,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/19/2021,16:24:28,Groundhog,1,20:32,6:15,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/19/2021,18:52:10,Groundhog,1,20:32,6:15,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/19/2021,0:25:28,Nine-banded Armadillo,1,20:32,6:15,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/19/2021,1:19:20,Nine-banded Armadillo,1,20:32,6:15,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
14,7/20/2021,21:46:08,Cottontail,1,20:31,6:16,1,47.01,0,0,0.02,0.45,0.449399,0.031444,0.010065,0.001192,14.54
